UNIVERSITY INTERSCHOLASTIC LEAGUE
OFFICIAL CONCERT & SIGHTREADING CONTEST RESULTS
"Contest Date","Event","Region","School","TEA Code","City","Director","Additional Director","Accompanist","Conference","Classification","Non-Varsity Group","Entry Number","Title 1","Composer 1","Title 2","Composer 2","Title 3","Composer 3","Concert Judge","Concert Judge","Concert Judge","Concert Score 1","Concert Score 2","Concert Score 3","Concert Final Score","Sight Reading Judge","Sight Reading Judge","Sight Reading Judge","Sight Reading Score 1","Sight Reading Score 2","Sight Reading Score 3","Sight Reading Final Score","Award"
"03/29/2022","931-Mixed Chorus","19","Barbers Hill HS","480945000403","Mont Belvieu","Nikki Thompson","Chris Truitt","Phyllis Helzer","AAAAA","Varsity","","171318","Zigeunerleben (11956) (German) (solos opt) (piano and percussion) (accomp)","Schumann/Kaplan","Dirait-On (from Les Chansons des Roses) (11715) (SATBB) (French) (accomp)","Lauridsen","Consecrate the Place and Day","Pfautsch","Judy Boyter","BJ Douglas","Sally Schott","1","1","1","1","Cynthia Douglas","Deidre Douglas","Christopher Fiorini","1","1","1","1","A"
"03/29/2022","931-Mixed Chorus","19","Baytown Lee HS","101911002","Baytown","Michael Grauvogl","","Judy Master","AAAAA","Non-Varsity","","174280","Lord I Know I Been Changed","Shackley","Miserere Nobis","Johnson","El Vito","Crocker","Judy Boyter","BJ Douglas","Sally Schott","2","3","2","2","Cynthia Douglas","Deidre Douglas","Christopher Fiorini","2","1","1","1","2"
"03/29/2022","931-Mixed Chorus","19","Baytown Sterling HS","101911003","Baytown","Jeremy Bledsoe","","TBD","AAAAA","Varsity","","173615","Muie Rendera (11833) (Portuguese) (SSATB) (a cappella)","Fonseca","Sure on This Shining Night ","Lauridsen","Soon-ah Will Be Done (22798) (SATB) (a cappella)","Traditional Spiritual","Judy Boyter","BJ Douglas","Sally Schott","2","3","1","2","Cynthia Douglas","Deidre Douglas","Christopher Fiorini","1","1","1","1","1"
"03/29/2022","931-Mixed Chorus","19","Channelview HS","101-905-001","Channelview","Jade Kuhn","","","AAAAAA","Non-Varsity","","167905","O occhi manza mia (11403) (Italian) (a cappella)","di Lasso/Klein","Eight Days of Lights","Clurman/Chase","Salmo 150 (11602) (a cappella)","Aguiar","Judy Boyter","BJ Douglas","Sally Schott","2","2","2","2","Cynthia Douglas","Deidre Douglas","Christopher Fiorini","2","2","2","2","2"
"03/29/2022","931-Mixed Chorus","19","Dawson High School","020908007","Pearland","Roxan Silva","Roxan Silva; Katie McCravy","Lonnie Tanner","AAAAAA","Varsity","","174203","Alleluia (from Songs of Faith)","Basler","Ubi Caritas","Gjeilo","Von Ewiger Liebe","Brahms/Raines","Judy Boyter","BJ Douglas","Sally Schott","1","1","1","1","Cynthia Douglas","Deidre Douglas","Christopher Fiorini","1","1","1","1","A"
"03/29/2022","931-Mixed Chorus","19","Deer Park High School","101908001","Deer Park","Tommy Van Sickle","Megan Montgomery","Debbie Talley","AAAAAA","Non-Varsity","B","174092","The Water is Wide","Paulus","O occhi manza mia (11403) (Italian) (a cappella)","di Lasso/Klein","Roll  Jordan  Roll (21945) (accomp)","Gray","Judy Boyter","BJ Douglas","Sally Schott","1","1","1","1","Cynthia Douglas","Deidre Douglas","Christopher Fiorini","1","1","1","1","C"
"03/29/2022","931-Mixed Chorus","19","Deer Park High School","101908001","Deer Park","Anita Ladd","","Debbie Talley","AAAAAA","Varsity","","172974","Exsultate justi in Domino (16843) (SATB) (accomp)","Adams","O Love (24232) (SATB) (accomp)","Hagenberg","Consecrate the Place and Day","Pfautsch","Judy Boyter","BJ Douglas","Sally Schott","1","1","1","1","Cynthia Douglas","Deidre Douglas","Christopher Fiorini","1","1","1","1","A"
"03/29/2022","931-Mixed Chorus","19","Deer Park HS","	101908001","Deer Park","Derrick Bready","","Debbie Talley","AAAAAA","Non-Varsity","","169935","Alleluia (16795) (SAB or SATB) (accomp)","Mozart/Leavitt","Nelly Bly","Foster/Halloran","Yo Le Canto Todo El Dia (15060) (SSATB) (accomp)","Brunner","Judy Boyter","BJ Douglas","Sally Schott","1","1","2","1","Cynthia Douglas","Deidre Douglas","Christopher Fiorini","1","1","1","1","C"
"03/29/2022","931-Mixed Chorus","19","Dobie High School","","Houston","Tyler Ruberg","Eric Bellah  Bridget Warren","Eric Bellah","AAAAAA","varsity","","173405","The Last Words of David (22812)","Thompson/","Sicut Cervus (11772)","Palestrina/","Salmo 150 (11602)","Aguiar/","Judy Boyter","BJ Douglas","Sally Schott","1","1","2","1","Cynthia Douglas","Deidre Douglas","Christopher Fiorini","1","1","1","1","A"
"03/29/2022","931-Mixed Chorus","19","Goose Creek Memorial High School","440480","Baytown","Anthony Rodriguez","Holly Lewallen","Teruhiko Toda","AAAAA","Non-Varsity","","173596","Alleluia (from Uns ist ein Kind geborgen)","Kuhnau/Liebergen","Elijah Rock","V. Johnson","Viva! ","Mozart/Liebergen","Judy Boyter","BJ Douglas","Sally Schott","1","2","2","2","Cynthia Douglas","Deidre Douglas","Christopher Fiorini","1","1","1","1","2"
